REGULATION_ID ,LAST_UPDATED,JURISDICTION,ACTION,ACTION_TYPE,AMENDMENT_NUMBER,ACCOUNTABILITY_MEASURE,FR_CITATION,FR_SECTION,FR_URL,MANAGEMENT_CATEGORY,MANAGEMENT_TYPE,SECTOR,SUBSECTOR,REGION,ZONE,JURISDICTIONAL_WATERS,COMMON_NAME,SPECIES_ITIS,FMP,SPECIES_AGGREGATE,SPECIES_GROUP,MANAGEMENT_STATUS,EFFECTIVE_DATE,INEFFECTIVE_DATE,START_DAY,START_MONTH,START_YEAR,START_TIME,START_DAY_OF_WEEK,END_DAY,END_MONTH,END_YEAR,END_TIME,END_DAY_OF_WEEK,VALUE,VALUE_UNITS,VALUE_TYPE,VALUE_RATE,FLAG
1185,10/23/2024,FEDERAL,FINAL,,,NO,65 FR 50158,50 CFR 622.39,https://www.federalregister.gov/documents/2000/08/17/00-20994/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,EFFORT LIMITS,CREW BAG LIMIT,RECREATIONAL,FOR-HIRE,GULF OF MEXICO,ALL,EEZ,"SNAPPER, RED","	=""168853""",REEF FISH RESOURCES OF THE GULF OF MEXICO,,,,09/18/2000,,18,9,2000,,,,,,,,4,NUMBERS,COUNT,PER PERSON PER DAY,NO
770,10/23/2024,FEDERAL,FINAL,,,NO,65 FR 50158,50 CFR 622.34,https://www.federalregister.gov/documents/2000/08/17/00-20994/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,TEMPORAL CONTROLS,CLOSURE,RECREATIONAL,ALL,GULF OF MEXICO,ALL,EEZ,"SNAPPER, RED","	=""168853""",REEF FISH RESOURCES OF THE GULF OF MEXICO,,,SEASONAL,09/18/2000,,1,11,,,,31,12,,,,,,,,NO
769,10/23/2024,FEDERAL,FINAL,,,NO,65 FR 50158,50 CFR 622.34,https://www.federalregister.gov/documents/2000/08/17/00-20994/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,TEMPORAL CONTROLS,CLOSURE,RECREATIONAL,ALL,GULF OF MEXICO,ALL,EEZ,"SNAPPER, RED","	=""168853""",REEF FISH RESOURCES OF THE GULF OF MEXICO,,,SEASONAL,09/18/2000,,1,1,,,,20,4,,,,,,,,NO
385,10/23/2024,FEDERAL,FINAL,,,NO,65 FR 50158,50 CFR 622.34,https://www.federalregister.gov/documents/2000/08/17/00-20994/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,TEMPORAL CONTROLS,CLOSURE,COMMERCIAL,ALL,GULF OF MEXICO,ALL,EEZ,"SNAPPER, RED","	=""168853""",REEF FISH RESOURCES OF THE GULF OF MEXICO,,,SEASONAL,09/01/2000,,1,1,,,,1,2,,12:00:00 PM,,,,,,NO
386,10/23/2024,FEDERAL,FINAL,,,NO,65 FR 50158,50 CFR 622.34,https://www.federalregister.gov/documents/2000/08/17/00-20994/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,TEMPORAL CONTROLS,CLOSURE,COMMERCIAL,ALL,GULF OF MEXICO,ALL,EEZ,"SNAPPER, RED","	=""168853""",REEF FISH RESOURCES OF THE GULF OF MEXICO,,,MONTHLY RECURRING,09/01/2000,,10,2,,12:00:00 PM,,1,1,,12:00:00 PM,,,,,,NO
942,10/23/2024,FEDERAL,FINAL,EXTENSION OF EFFECTIVENESS,15,NO,62 FR 67714,50 CFR 622.39,https://www.federalregister.gov/documents/1997/12/30/97-33887/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,EFFORT LIMITS,BAG LIMIT,RECREATIONAL,ALL,GULF OF MEXICO,ALL,EEZ,,,REEF FISH RESOURCES OF THE GULF OF MEXICO,"BAG LIMIT: GROUPERS, COMBINED",,,01/29/1998,,29,1,1998,,,,,,,,5,NUMBERS,COUNT,PER PERSON PER DAY,YES
943,10/23/2024,FEDERAL,FINAL,EXTENSION OF EFFECTIVENESS,15,NO,62 FR 67714,50 CFR 622.39,https://www.federalregister.gov/documents/1997/12/30/97-33887/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,EFFORT LIMITS,BAG LIMIT,RECREATIONAL,ALL,GULF OF MEXICO,ALL,EEZ,,,REEF FISH RESOURCES OF THE GULF OF MEXICO,"BAG LIMIT: GULF REEF FISH, COMBINED",,,01/29/1998,,29,1,1998,,,,,,,,20,NUMBERS,COUNT,PER PERSON PER DAY,YES
495,10/23/2024,FEDERAL,FINAL,EXTENSION OF EFFECTIVENESS,15,NO,62 FR 67714,50 CFR 622.42,https://www.federalregister.gov/documents/1997/12/30/97-33887/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,CATCH LIMITS,QUOTA,COMMERCIAL,ALL,GULF OF MEXICO,ALL,EEZ,"SNAPPER, RED","	=""168853""",REEF FISH RESOURCES OF THE GULF OF MEXICO,,,,01/29/1998,,,,1998,,,,,,,,4650000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING YEAR,NO
1386,10/23/2024,FEDERAL,FINAL,EXTENSION OF EFFECTIVENESS,15,NO,62 FR 67714,50 CFR 622.42,https://www.federalregister.gov/documents/1997/12/30/97-33887/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,CATCH LIMITS,QUOTA AVAILABLE,COMMERCIAL,ALL,GULF OF MEXICO,ALL,EEZ,"SNAPPER, RED","	=""168853""",REEF FISH RESOURCES OF THE GULF OF MEXICO,,,,01/29/1998,,1,2,,12:00:00 PM,,,,,,,3060000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING SEASON,NO
1046,10/23/2024,FEDERAL,FINAL,EXTENSION OF EFFECTIVENESS,15,NO,62 FR 67714,50 CFR 622,https://www.federalregister.gov/documents/1997/12/30/97-33887/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,SELECTIVITY CONTROLS,MINIMUM SIZE LIMIT,ALL,ALL,GULF OF MEXICO,ALL,EEZ,"SNAPPER, VERMILION","	=""168909""",REEF FISH RESOURCES OF THE GULF OF MEXICO,,,,01/29/1998,,29,1,1998,,,,,,,,10,INCHES,TOTAL LENGTH,,NO
1167,10/23/2024,FEDERAL,FINAL,EXTENSION OF EFFECTIVENESS,15,NO,62 FR 67714,50 CFR 622.44,https://www.federalregister.gov/documents/1997/12/30/97-33887/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,EFFORT LIMITS,TRIP LIMIT,COMMERCIAL,ALL,GULF OF MEXICO,ALL,EEZ,"SNAPPER, RED","	=""168853""",REEF FISH RESOURCES OF THE GULF OF MEXICO,,,,01/29/1998,,29,1,1998,,,,,,,,2000,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING TRIP,YES
1168,10/23/2024,FEDERAL,FINAL,EXTENSION OF EFFECTIVENESS,15,NO,62 FR 67714,50 CFR 622.44,https://www.federalregister.gov/documents/1997/12/30/97-33887/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,EFFORT LIMITS,TRIP LIMIT,COMMERCIAL,ALL,GULF OF MEXICO,ALL,EEZ,"SNAPPER, RED","	=""168853""",REEF FISH RESOURCES OF THE GULF OF MEXICO,,,,01/29/1998,,29,1,1998,,,,,,,,200,POUNDS,ROUND (WHOLE) WEIGHT,PER FISHING TRIP,NO
1131,10/23/2024,FEDERAL,FINAL,EXTENSION OF EFFECTIVENESS,15,NO,62 FR 67714,50 CFR 622.36,https://www.federalregister.gov/documents/1997/12/30/97-33887/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,EFFORT LIMITS,POSSESSION LIMIT,COMMERCIAL,ALL,GULF OF MEXICO,ALL,EEZ,"AMBERJACK, GREATER","	=""168689""",REEF FISH RESOURCES OF THE GULF OF MEXICO,,,SEASONAL,01/29/1998,,1,3,,,,31,5,,,,1,NUMBERS,COUNT,PER PERSON PER DAY,YES
1124,10/23/2024,FEDERAL,FINAL,EXTENSION OF EFFECTIVENESS,15,NO,62 FR 67714,50 CFR 622.4,https://www.federalregister.gov/documents/1997/12/30/97-33887/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,OTHER,PERMIT REQUIREMENTS AND ENDORSEMENTS,COMMERCIAL,ALL,GULF OF MEXICO,ALL,EEZ,"SNAPPER, RED","	=""168853""",REEF FISH RESOURCES OF THE GULF OF MEXICO,,,,12/30/1997,,30,12,1997,,,,,,,,,,,,YES
387,10/23/2024,FEDERAL,FINAL,EXTENSION OF EFFECTIVENESS,15,NO,62 FR 67714,50 CFR 622.34,https://www.federalregister.gov/documents/1997/12/30/97-33887/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,TEMPORAL CONTROLS,CLOSURE,COMMERCIAL,ALL,GULF OF MEXICO,ALL,EEZ,"SNAPPER, RED","	=""168853""",REEF FISH RESOURCES OF THE GULF OF MEXICO,,,SEASONAL,01/01/1998,,1,1,,,,1,2,,12:00:00 PM,,,,,,NO
388,10/23/2024,FEDERAL,FINAL,EXTENSION OF EFFECTIVENESS,15,NO,62 FR 67714,50 CFR 622.34,https://www.federalregister.gov/documents/1997/12/30/97-33887/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,TEMPORAL CONTROLS,CLOSURE,COMMERCIAL,ALL,GULF OF MEXICO,ALL,EEZ,"SNAPPER, RED","	=""168853""",REEF FISH RESOURCES OF THE GULF OF MEXICO,,,MONTHLY RECURRING,01/01/1998,,15,2,,12:00:00 PM,,1,1,,12:00:00 PM,,,,,,NO
762,10/23/2024,FEDERAL,INTERIM RULE,EXTENSION OF EFFECTIVE DATE,,NO,65 FR 36643,50 CFR 622.34,https://www.federalregister.gov/documents/2000/06/09/00-14529/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,TEMPORAL CONTROLS,CLOSURE,RECREATIONAL,ALL,GULF OF MEXICO,ALL,EEZ,"SNAPPER, RED","	=""168853""",REEF FISH RESOURCES OF THE GULF OF MEXICO,,,ONCE,06/19/2000,12/16/2000,1,11,2000,,,31,12,2000,,,,,,,NO
1183,10/23/2024,FEDERAL,INTERIM RULE,EXTENSION OF EFFECTIVE DATE,,NO,65 FR 36643,50 CFR 622.39,https://www.federalregister.gov/documents/2000/06/09/00-14529/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,EFFORT LIMITS,CREW BAG LIMIT,RECREATIONAL,FOR-HIRE,GULF OF MEXICO,ALL,EEZ,"SNAPPER, RED","	=""168853""",REEF FISH RESOURCES OF THE GULF OF MEXICO,,,ONCE,06/19/2000,12/16/2000,19,6,2000,,,16,12,2000,,,4,NUMBERS,COUNT,PER PERSON PER DAY,NO
380,10/23/2024,FEDERAL,INTERIM RULE,EXTENSION OF EFFECTIVE DATE,,NO,65 FR 36643,50 CFR 622.34,https://www.federalregister.gov/documents/2000/06/09/00-14529/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,TEMPORAL CONTROLS,CLOSURE,COMMERCIAL,ALL,GULF OF MEXICO,ALL,EEZ,"SNAPPER, RED","	=""168853""",REEF FISH RESOURCES OF THE GULF OF MEXICO,,,SEASONAL,06/19/2000,12/16/2000,1,1,,,,1,2,,12:00:00 PM,,,,,,NO
379,10/23/2024,FEDERAL,INTERIM RULE,EXTENSION OF EFFECTIVE DATE,,NO,65 FR 36643,50 CFR 622.34,https://www.federalregister.gov/documents/2000/06/09/00-14529/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,TEMPORAL CONTROLS,CLOSURE,COMMERCIAL,ALL,GULF OF MEXICO,ALL,EEZ,"SNAPPER, RED","	=""168853""",REEF FISH RESOURCES OF THE GULF OF MEXICO,,,MONTHLY RECURRING,06/19/2000,12/16/2000,10,2,,12:00:00 PM,,1,1,,12:00:00 PM,,,,,,NO
794,10/23/2024,FEDERAL,INTERIM RULE,EXTENSION OF EFFECTIVE DATE,,NO,65 FR 36643,50 CFR 622.37,https://www.federalregister.gov/documents/2000/06/09/00-14529/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,SELECTIVITY CONTROLS,MINIMUM SIZE LIMIT,RECREATIONAL,ALL,GULF OF MEXICO,ALL,EEZ,"SNAPPER, RED","	=""168853""",REEF FISH RESOURCES OF THE GULF OF MEXICO,,,ONCE,06/19/2000,12/16/2000,19,6,2000,,,16,12,2000,,,16,INCHES,TOTAL LENGTH,,NO
1182,10/23/2024,FEDERAL,FINAL,REGULATORY AMENDMENT,,NO,64 FR 47711,50 CFR 622.39,https://www.federalregister.gov/documents/1999/09/01/99-22760/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,EFFORT LIMITS,CREW BAG LIMIT,RECREATIONAL,FOR-HIRE,GULF OF MEXICO,ALL,EEZ,"SNAPPER, RED","	=""168853""",REEF FISH RESOURCES OF THE GULF OF MEXICO,,,,10/01/1999,,1,10,1999,,,,,,,,0,NUMBERS,COUNT,PER PERSON PER DAY,NO
935,10/23/2024,FEDERAL,FINAL,REGULATORY AMENDMENT,,NO,64 FR 47711,50 CFR 622.39,https://www.federalregister.gov/documents/1999/09/01/99-22760/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,EFFORT LIMITS,BAG LIMIT,RECREATIONAL,ALL,GULF OF MEXICO,ALL,EEZ,"SNAPPER, RED","	=""168853""",REEF FISH RESOURCES OF THE GULF OF MEXICO,,,,10/01/1999,,1,10,1999,,,,,,,,4,NUMBERS,COUNT,PER PERSON PER DAY,NO
378,10/23/2024,FEDERAL,FINAL,REGULATORY AMENDMENT,,NO,64 FR 47711,50 CFR 622.34,https://www.federalregister.gov/documents/1999/09/01/99-22760/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-reef-fish-fishery-of-the-gulf-of-mexico,TEMPORAL CONTROLS,CLOSURE,COMMERCIAL,ALL,GULF OF MEXICO,ALL,EEZ,"SNAPPER, RED","	=""168853""",REEF FISH RESOURCES OF THE GULF OF MEXICO,,,MONTHLY RECURRING,09/01/1999,,10,9,,12:00:00 PM,,1,1,,12:00:00 PM,,,,,,NO
45688,09/05/2024,FEDERAL,FINAL,AMENDMENT,1,NO,88 FR 46692,50 CFR 622.2,https://www.federalregister.gov/documents/2023/07/20/2023-15219/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-fishery-management-plans-of-puerto-rico,OTHER,DEFINITION,ALL,ALL,CARIBBEAN,ALL,EEZ,ALL,,FMP FOR THE EEZ AROUND PUERTO RICO,,,,08/21/2023,,,,2023,,,,,,,,buoy gear,,,,YES
45690,09/05/2024,FEDERAL,FINAL,AMENDMENT,1,NO,88 FR 46692,50 CFR 622.2,https://www.federalregister.gov/documents/2023/07/20/2023-15219/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-fishery-management-plans-of-puerto-rico,OTHER,DEFINITION,ALL,ALL,CARIBBEAN,ALL,EEZ,ALL,,FMP FOR THE EEZ AROUND ST. THOMAS AND ST. JOHN,,,,08/21/2023,,,,2023,,,,,,,,buoy gear,,,,YES
45689,09/05/2024,FEDERAL,FINAL,AMENDMENT,1,NO,88 FR 46692,50 CFR 622.2,https://www.federalregister.gov/documents/2023/07/20/2023-15219/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-fishery-management-plans-of-puerto-rico,OTHER,DEFINITION,ALL,ALL,CARIBBEAN,ALL,EEZ,ALL,,FMP FOR THE EEZ AROUND ST. CROIX,,,,08/21/2023,,,,2023,,,,,,,,buoy gear,,,,YES
1536,08/23/2024,FEDERAL,FINAL,AMENDMENT,28,NO,78 FR 44461,50 CFR 622,https://www.federalregister.gov/documents/2013/07/24/2013-17790/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-snapper-grouper-fishery-off-the,CATCH LIMITS,ACL,ALL,ALL,SOUTH ATLANTIC,ALL,EEZ,"SNAPPER, RED","	=""168853""",SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,,,,08/23/2013,,,,2013,,,,,,,,13325,NUMBERS,COUNT,PER FISHING YEAR,NO
45687,08/23/2024,FEDERAL,FINAL,AMENDMENT,28,NO,78 FR 44461,50 CFR 622.181,https://www.federalregister.gov/documents/2013/07/24/2013-17790/fisheries-of-the-caribbean-gulf-of-mexico-and-south-atlantic-snapper-grouper-fishery-off-the,UNIVERSAL,PROHIBITED SPECIES,ALL,ALL,SOUTH ATLANTIC,ALL,EEZ,"SNAPPER, RED","	=""168853""",SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,,,,08/23/2013,,23,8,2013,,,,,,,,,,,,YES
